"log_date","app_name","user_id","payment"
"2013-07-25","game-01",23385,810
"2013-07-24","game-01",23485,5710
"2013-07-08","game-01",24112,810
"2013-07-28","game-01",24278,2430
"2013-07-07","game-01",24310,810
"2013-07-08","game-01",24310,1620
"2013-07-26","game-01",24443,810
"2013-07-08","game-01",24443,1620
"2013-07-14","game-01",24443,1620
"2013-07-08","game-01",24443,5710
"2013-07-07","game-01",24443,5710
"2013-07-14","game-01",24443,810
"2013-07-27","game-01",24503,810
"2013-07-15","game-01",24730,3330
"2013-07-14","game-01",24730,1620
"2013-07-13","game-01",24730,2430
"2013-07-10","game-01",24730,2430
"2013-07-12","game-01",24817,810
"2013-07-31","game-01",24840,6480
"2013-07-25","game-01",24996,810
"2013-07-28","game-01",24996,810
"2013-07-22","game-01",24996,810
"2013-07-26","game-01",24996,810
"2013-07-30","game-01",24996,3330
"2013-07-29","game-01",24996,810
"2013-07-21","game-01",24996,1620
"2013-07-24","game-01",24996,810
"2013-07-14","game-01",25145,7620
"2013-07-16","game-01",25145,7620
"2013-07-13","game-01",25293,5710
"2013-07-12","game-01",25310,810
"2013-07-17","game-01",25381,810
"2013-07-27","game-01",25612,810
"2013-07-19","game-01",25674,810
"2013-07-19","game-01",25875,810
"2013-07-26","game-01",25875,810
"2013-07-15","game-01",25928,1620
"2013-07-15","game-01",26065,5710
"2013-07-16","game-01",26065,810
"2013-07-15","game-01",26065,810
"2013-07-28","game-01",26065,810
"2013-07-28","game-01",26151,1620
"2013-07-22","game-01",26151,3330
"2013-07-30","game-01",26151,14290
"2013-07-21","game-01",26151,1620
"2013-07-27","game-01",26151,810
"2013-07-20","game-01",26151,810
"2013-07-27","game-01",26151,13330
"2013-07-28","game-01",26151,3240
"2013-07-20","game-01",26151,1620
"2013-07-28","game-01",26151,5710
"2013-07-20","game-01",26151,2430
"2013-07-19","game-01",26291,25710
"2013-07-19","game-01",26291,6480
"2013-07-16","game-01",26291,14290
"2013-07-19","game-01",26291,5710
"2013-07-19","game-01",26291,13330
"2013-07-26","game-01",26291,12150
"2013-07-16","game-01",26302,25710
"2013-07-19","game-01",26302,810
"2013-07-26","game-01",26302,810
"2013-07-21","game-01",26488,810
"2013-07-17","game-01",26488,810
"2013-07-22","game-01",26852,5710
"2013-07-20","game-01",26852,810
"2013-07-22","game-01",26852,3330
"2013-07-20","game-01",26966,810
"2013-07-19","game-01",27084,810
"2013-07-20","game-01",27310,810
"2013-07-30","game-01",27441,5710
"2013-07-22","game-01",27787,3240
"2013-07-28","game-01",27813,810
"2013-07-26","game-01",27813,810
"2013-07-27","game-01",27988,810
"2013-07-28","game-01",27988,810
"2013-07-26","game-01",28342,810
"2013-07-25","game-01",28371,810
"2013-07-27","game-01",28433,5710
"2013-07-27","game-01",28433,810
"2013-07-31","game-01",29154,810
